0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-0.0006294229271609868,-0.0016016431201000688,-0.0019833587070441946,0.00021143091042644433,-0.00017748513385772594,0.002113132224522502,-0.000889954487174854,0.0006160112006093789,-0.00036690806559932376,0.0010312656738503344,0.001284647194643459,-0.0006095766951258686,-0.0006294229271609868,-0.0016016431201000688,-0.0019833587070441946,0.00021143091042644433,-0.00017748513385772594,0.002113132224522502,-0.000889954487174854,0.0006160112006093789,-0.00036690806559932376,0.0010312656738503344,0.001284647194643459,-0.0006095766951258686,99.0
-0.0013726009741990097,-0.0031416861135317364,-0.0033688973269472436,0.00026145087723434526,-0.0008301836291685519,0.0027774340972679216,-0.0006487396004656221,0.0013074263376898262,-9.908537838346068e-07,0.001089094850711317,0.001487702381149451,-0.000160139201578313,-0.0013726009741990097,-0.0031416861135317364,-0.0033688973269472436,0.00026145087723434526,-0.0008301836291685519,0.0027774340972679216,-0.0006487396004656221,0.0013074263376898262,-9.908537838346068e-07,0.001089094850711317,0.001487702381149451,-0.000160139201578313,99.0
-0.002219503815015539,-0.004583837959881551,-0.004572683185713932,0.00023189025057371396,-0.0015166345512517233,0.003276545275027701,-0.0004272910688952709,0.0018720903718155986,0.0003010321340626762,0.001020447483223235,0.00152504577655124,0.0002595312433388042,-0.002219503815015539,-0.004583837959881551,-0.004572683185713932,0.00023189025057371396,-0.0015166345512517233,0.003276545275027701,-0.0004272910688952709,0.0018720903718155986,0.0003010321340626762,0.001020447483223235,0.00152504577655124,0.0002595312433388042,99.0
-0.003086330566625837,-0.0058182820927540424,-0.005499255794616411,0.00013195388958096545,-0.0021745607642552783,0.0036048646299267407,-0.00022787470728075377,0.002281760175900253,0.0005455872836050305,0.0008305016970642235,0.0013987199999236216,0.0006075480255925671,-0.003086330566625837,-0.0058182820927540424,-0.005499255794616411,0.00013195388958096545,-0.0021745607642552783,0.0036048646299267407,-0.00022787470728075377,0.002281760175900253,0.0005455872836050305,0.0008305016970642235,0.0013987199999236216,0.0006075480255925671,99.0
-0.0038748773079981045,-0.006748538161089443,-0.006082723177822976,-2.069412998323526e-05,-0.0027422685330764696,0.0037744460583968254,-4.7754677327738185e-05,0.0025237548568603075,0.0007468674356748188,0.0005384393101687176,0.0011281710011124622,0.0008518170158965464,-0.0038748773079981045,-0.006748538161089443,-0.006082723177822976,-2.069412998323526e-05,-0.0027422685330764696,0.0037744460583968254,-4.7754677327738185e-05,0.0025237548568603075,0.0007468674356748188,0.0005384393101687176,0.0011281710011124622,0.0008518170158965464,99.0
-0.004485521513777816,-0.007302295987537442,-0.00629429961205107,-0.00020240880207209096,-0.003167014106841851,0.0038113473028932292,0.00011981614666982253,0.0026014848505667245,0.0009242523550992774,0.00017496748658302376,0.0007473355922112016,0.0009738695269371947,-0.004485521513777816,-0.007302295987537442,-0.00629429961205107,-0.00020240880207209096,-0.003167014106841851,0.0038113473028932292,0.00011981614666982253,0.0026014848505667245,0.0009242523550992774,0.00017496748658302376,0.0007473355922112016,0.0009738695269371947,99.0
-0.004831138962378414,-0.007439949960196984,-0.0061448489939445305,-0.00038675083751005935,-0.0034121983501878327,0.0037503557884005826,0.00028398230696269794,0.00253321220224307,0.0010989506662171696,-0.00022158156160859127,0.0003000641997103347,0.000970799182151542,-0.004831138962378414,-0.007439949960196984,-0.0061448489939445305,-0.00038675083751005935,-0.0034121983501878327,0.0037503557884005826,0.00028398230696269794,0.00253321220224307,0.0010989506662171696,-0.00022158156160859127,0.0003000641997103347,0.000970799182151542,99.0
-0.004849946814809383,-0.007159671409594789,-0.005682129633025406,-0.0005479259839489515,-0.0034623001310584997,0.0036289272464322376,0.0004542939675882507,0.0023492482096988355,0.0012903222086298803,-0.0006100434438952713,-0.00016548639770485257,0.0008550775339570464,-0.004849946814809383,-0.007159671409594789,-0.005682129633025406,-0.0005479259839489515,-0.0034623001310584997,0.0036289272464322376,0.0004542939675882507,0.0023492482096988355,0.0012903222086298803,-0.0006100434438952713,-0.00016548639770485257,0.0008550775339570464,99.0
-0.004515365002713268,-0.006498262848355487,-0.004983203123116214,-0.0006640015257581329,-0.0033248011478920546,0.003481253212489469,0.0006386386437501644,0.0020879706054289814,0.001512401688841772,-0.0009514669473294408,-0.0006027410121215741,0.0006523264153813952,-0.004515365002713268,-0.006498262848355487,-0.004983203123116214,-0.0006640015257581329,-0.0033248011478920546,0.003481253212489469,0.0006386386437501644,0.0020879706054289814,0.001512401688841772,-0.0009514669473294408,-0.0006027410121215741,0.0006523264153813952,99.0
-0.0038413722398653364,-0.0055275628863952425,-0.004143164132396953,-0.0007194740939066751,-0.003028814642183474,0.0033333170620892336,0.000841410064566531,0.0017911654526975506,0.0017711333275592077,-0.001213750053777506,-0.0009721146981075046,0.00039741129440464554,-0.0038413722398653364,-0.0055275628863952425,-0.004143164132396953,-0.0007194740939066751,-0.003028814642183474,0.0033333170620892336,0.000841410064566531,0.0017911654526975506,0.0017711333275592077,-0.001213750053777506,-0.0009721146981075046,0.00039741129440464554,99.0
